Name,Category,Education,Skills,Experience
Lisa Bailey,Civil Engineer,BE,"construction, staad pro, autocad, estimation, structural analysis",3.1
Ricky Heath,Mechanical Engineer,BE,"mechanics, thermodynamics, autocad",2.8
Cody Collins,Web Designing,BTECH,"css, figma, javascript, html",1.2
Stacey Avila,Arts,BA,"painting, sculpting,    , drawing",0.6
Alison Harris,ETL Developer,BTECH,,4.0
Gary Jones,Electrical Engineer,BTECH,"vlsi, matlab, circuit design, signal processing",4.4
Jeffrey Elliott,Database,BE,"mongodb, postgresql, sql, oracle, dbms",9.6
Rebecca Burke,Civil Engineer,BE,"construction, structural analysis, autocad",1.0
Jerry Johnson,Engineer,BE,"c, embedded systems, control systems, c++, matlab",10.6
Katherine Patton,ETL Developer,BTECH,"data warehousing, informatica, etl",9.5
Melissa Rodriguez,Python Developer,BE,"flask, python, django",5.6
Tommy Guzman,Health and fitness,BA,"anatomy, nutrition, yoga, training",14.0
Christopher Sanchez,HR,MBA,"ms excel, communication, interviewing, employee relations",9.2
Jeffrey Bell,SAP Developer,MTECH,"dbms, sql, oracle",2.4
Michael Cantu,Hadoop,BTECH,"hive, pig,  , mapreduce",13.7
Caitlin Myers,Python Developer,BTECH,"python, django, pandas, fastapi",14.4
Autumn Randolph,Civil Engineer,BE,"estimation, structural analysis, staad pro",7.4
Thomas Castaneda,Civil Engineer,BE,"estimation, staad pro, autocad",11.8
Michelle Scott,Engineer,BTECH,"embedded systems, control systems, matlab, c++, c",10.8
Lacey Johnson,Web Designing,BTECH,"css, html, bootstrap, javascript, figma",4.0
Robert Macdonald,Network Security Engineer,BE,"ssrs, sql, etl",3.5
Jason Todd,Business Analyst,BE,"thermodynamics, cam, autocad, mechanics, solidworks",7.9
Brenda Reeves,SAP Developer,MBA,"sap, abap, erp",7.6
Karen Barker,Data Scientist,MTECH,"deep learning, data mining, statistics, python",0.9
Hannah Byrd,DotNet Developer,BE,".net, mvc, asp.net",
Andrew Perkins,Advocate,BA,"contracts, litigation, legal research, law",13.8
Evelyn King,Python Developer,MTECH,"mongodb, dbms, oracle, sql, postgresql",
William Stafford,Business Analyst,BA,"requirement gathering, power bi, analytics",3.0
Stephanie Rogers,Tableau Developer,MBA,"tableau, sql, data visualization, dashboards, bi tools",15.0
Timothy Wyatt,Health and fitness,BSC,"training, anatomy, yoga, fitness coaching",0.8
Lisa Perez,Operations Manager,MBA,"strategy, team management, logistics, supply chain, operations",5.7
Mario Chan,Mechanical Engineer,BTECH,"solidworks, cam, autocad, thermodynamics",4.5
Shawn Williams,Arts,BA,"sculpting, painting, drawing",4.4
Emma Phillips,HR,MBA,"communication, employee relations, ms excel, interviewing",13.8
Alexander Meyer,HR,BA,"interviewing, ms excel, recruitment",3.3
Cheryl Cochran,Python Developer,BE,"flask, django, python",6.1
Lacey Lawrence,ETL Developer,BE,"informatica, ssrs, etl, data warehousing",1.3
Olivia Mcmahon,Arts,BA,"history, drawing, psychology, painting",13.6
Mark Serrano,Web Designing,BTECH,"figma, javascript, bootstrap",9.3
James Fisher MD,Civil Engineer,BTECH,"staad pro, structural analysis, construction, autocad",4.2
Melissa Long,Data Scientist,BTECH,"data mining, statistics, ml",0.3
Jessica Kelly,Java Developer,BTECH,"spring, hibernate, java",7.1
Dawn Smith,Web Designing,BA,"figma, css, javascript",9.2
Angela Davenport,Business Analyst,BTECH,"requirement gathering, analytics, excel, sql, power bi",14.0
Shelby Rich,Python Developer,BTECH,"django, fastapi, flask, python",7.3
Elizabeth Stark,Blockchain,MTECH,"web3.js, solidity, smart contracts",11.4
Kathryn Barnes,Database,MTECH,"dbms, postgresql, mongodb",3.2
Donald James,Arts,BA,"psychology, sculpting,    , sociology",12.5
Michael Page,Hadoop,BE," , spark, hive, pig, mapreduce",9.7
Christopher Garrett,SAP Developer,MBA,"erp, abap, sap, fiori",11.4
Richard Roman,Advocate,BE,"thermodynamics, solidworks, autocad, mechanics",6.6
Tim Murphy,Network Security Engineer,BE,"networking, cybersecurity, firewall",2.0
Jonathan George,Web Designing,BA,"html, javascript, bootstrap",7.7
Robert Brown,Database,BE,"postgresql, oracle, mongodb, dbms, sql",6.6
Krista Walker,Network Security Engineer,MTECH,"deep learning, data mining, python, statistics, ml",0.1
Alexander Becker,Database,BE,"mongodb, dbms, postgresql, sql, oracle",1.0
Benjamin Ellis,Electrical Engineer,BE,"vlsi, circuit design, signal processing",
Matthew Cruz,Engineer,BE,"matlab, c, embedded systems, control systems",1.1
Zachary Davis,Civil Engineer,BTECH,"structural analysis, estimation, staad pro, autocad",1.7
Katrina Kent,Civil Engineer,BE,"structural analysis, construction, staad pro",6.1
Courtney Martinez,Tableau Developer,BE,"staad pro, structural analysis, construction, estimation, autocad",10.2
Nathan Meza,DotNet Developer,BE,"c#, .net, asp.net, entity framework, mvc",4.2
Kelly Cooper,Operations Manager,MTECH,"django, pandas, flask",15.0
Linda Ramsey,Web Designing,BSC,"javascript, bootstrap, figma, css",13.9
Molly Long,Automation Testing,BE,"automation, junit, pytest, selenium, python",13.8
Crystal Peterson,Database,BE,"oracle, sql, dbms",3.8
Kathryn Lang,Java Developer,MTECH,"rest api, microservices, java, spring",7.7
Charles Sanders,SAP Developer,BTECH,"sap hana, erp, sap",9.9
Cheryl Little,Engineer,BE,"c, c++, embedded systems",14.3
Dr. Scott Wright,Database,MTECH,"sql, dbms, oracle, postgresql, mongodb",3.8
Trevor Gardner,Health and fitness,BA,"training, anatomy, fitness coaching",7.1
Michelle Robinson,Engineer,BE,"matlab, c++, embedded systems, control systems, c",13.2
Rebecca Miller,Engineer,BTECH,"c++, matlab, c, control systems, embedded systems",4.6
Cody Scott,Database,BTECH,"oracle, postgresql, mongodb, dbms, sql",11.5
Julia Cook,Web Designing,BA,"figma, css, html",1.8
Kylie Moore,Electrical Engineer,BE,"matlab, signal processing, vlsi, electronics",4.1
Sara Fischer,Sales,BA,"lead generation, , crm, negotiation",4.6
Sydney Haynes,Civil Engineer,BTECH,"informatica, etl, data warehousing, ssrs",8.9
Tina Gomez,Web Designing,BTECH,"structural analysis, staad pro, autocad",1.2
James Barrett,PMO,MBA,"ms project, jira, agile",0.5
Michelle Frye,Operations Manager,BTECH,"logistics, strategy, team management, supply chain, operations",11.2
Jennifer Crawford,ETL Developer,BE,"etl, sql, data warehousing, ssrs",10.7
Benjamin Jones,Sales,MBA,"negotiation, , lead generation, crm",8.1
Justin Gomez,Automation Testing,BTECH,"junit, selenium, python, automation, pytest",7.1
Thomas Taylor,Blockchain,BTECH,"smart contracts, ethereum, web3.js",9.1
Alicia Leonard,Operations Manager,MBA,"supply chain, logistics, operations, strategy, team management",2.5
David Carter,Civil Engineer,BTECH,"estimation, staad pro, autocad, structural analysis, construction",7.9
Cassandra Young,SAP Developer,BTECH,"abap, sap, erp",14.9
Amanda Benjamin,Electrical Engineer,BTECH,"vlsi, signal processing, electronics, circuit design",9.3
Joshua Flores,PMO,MBA,"agile, jira, project management, scrum",9.6
David Johnson,Hadoop,MTECH,"mapreduce, hive, spark",0.6
Kathleen Oconnor,Blockchain,MTECH,", solidity, smart contracts, web3.js",8.0
Randy Arnold,Engineer,PHD,"legal research, drafting, contracts, law",7.4
Jennifer Rodriguez,Electrical Engineer,BE,"electronics, circuit design, vlsi",0.3
Kristen Black,Civil Engineer,BTECH,"estimation, staad pro, structural analysis, autocad",9.9
David Williams,Advocate,PHD,"contracts, litigation, legal research",8.1
Jim Adams,Business Analyst,MBA,"sql, analytics, excel, requirement gathering, power bi",7.4
Brian Wilson,Hadoop,MTECH,"spark,  , pig, mapreduce",4.0
Mr. Mark Landry Jr.,Electrical Engineer,BTECH,"signal processing, vlsi, circuit design",6.7
Hector Hall,Web Designing,BSC,"figma, javascript, html",9.3
Kimberly Green,Database,BTECH,"abap, sap hana, sap, erp",12.4
Monique Peck,Network Security Engineer,BE,"cybersecurity, vpn, firewall, networking",14.5
Nancy Miller,Arts,BSC,"fitness coaching, training, anatomy, nutrition",9.4
John Martin,Automation Testing,BTECH,"selenium, pytest, junit, python, automation",5.5
Felicia Brandt,PMO,BTECH,"jira, ms project, agile, scrum, project management",10.3
Kevin Forbes,Engineer,BTECH,"control systems, matlab, c++, embedded systems",1.0
Tammy Dennis,Data Scientist,MTECH,"ml, data mining, statistics, deep learning",
Charles Graves,HR,MBA,"communication, interviewing, recruitment, ms excel, employee relations",13.1
Holly Carter,Health and fitness,BA,"fitness coaching, nutrition, yoga, training",4.4
Amy Preston,,BTECH,"oracle, sql, postgresql, dbms, mongodb",
Timothy Wells,Tableau Developer,BTECH,"sql, bi tools, data visualization",13.2
Kristin Smith,SAP Developer,BTECH,"erp, sap, fiori, sap hana, abap",9.0
Jessica Rodriguez,DotNet Developer,BE,"mvc, .net, c#, asp.net",13.9
Erica Sanders,Sales,MTECH,"django, python, fastapi",5.4
Samantha Marks,DevOps,BTECH,"docker, jenkins, ci/cd",5.3
Michael Carr,Civil Engineer,BE,"staad pro, construction, estimation",12.0
Erin Pacheco,Python Developer,BTECH,"python, fastapi, pandas, flask",4.7
Diana Conley,HR,MBA,"employee relations, interviewing, communication",7.9
Michael Smith,ETL Developer,MTECH,"sql, etl, data warehousing",11.4
Chad Powers,Hadoop,BTECH,"pig, mapreduce, hive",1.4
Brandon Lopez,Hadoop,MTECH,"pig, spark, hive",10.8
Taylor Waters,,BE,"vlsi, circuit design, signal processing",2.4
Christopher Neal,Database,BE,"mongodb, postgresql, oracle, sql",4.6
Kelly Lane,Mechanical Engineer,BE,"mechanics, cam, autocad, thermodynamics, solidworks",3.3
Danny Brown,Mechanical Engineer,BE,"thermodynamics, solidworks, cam",1.1
Jonathan Wright,HR,MBA,"ms excel, communication, interviewing, recruitment",5.5
Dennis Bailey,DevOps,BE,"ansible, ci/cd, jenkins, docker, kubernetes",6.2
Micheal Trujillo,Hadoop,BTECH,"pig, spark, hive,  ",0.7
Thomas Walker,ETL Developer,BTECH,"etl, sql, informatica, ssrs, data warehousing",1.6
Stephen Santos,Mechanical Engineer,BTECH,"mechanics, solidworks, thermodynamics, autocad",8.0
James Sanders,Web Designing,BA,"css, html, figma, bootstrap",7.5
Geoffrey Dunn,Business Analyst,BTECH,"sap hana, sap, erp, fiori, abap",14.5
Bryan Greene,HR,BA,"interviewing, communication, employee relations",6.5
Brandon Wilson,Tableau Developer,MBA,"data visualization, dashboards, bi tools",11.8
Pamela Carter,Operations Manager,MBA,"operations, logistics, team management, supply chain, strategy",4.5
Linda Watson,PMO,BTECH,"agile, scrum, ms project, project management",1.3
Lisa Clark,Automation Testing,BE,"junit, selenium, automation, python",12.2
Jeffrey Moyer,Data Scientist,MTECH,"deep learning, python, statistics, data mining, ml",11.0
Patrick Delgado,Arts,MBA,"ms project, agile, scrum, project management, jira",13.3
Jesus Martinez,Database,BE,"oracle, postgresql, sql",1.2
Brandon Hughes,Health and fitness,BSC,"training, anatomy, yoga",14.0
Joseph Alvarez,Arts,BA,"psychology,    , sociology, painting, sculpting",8.0
Christopher Gibson,SAP Developer,BTECH,"sap hana, abap, erp, sap",12.4
Bryan Colon,Python Developer,BE,"fastapi, flask, python",7.5
Steven Wright,Database,BE,"mongodb, sql, dbms, postgresql",12.6
Brian Jones,Business Analyst,MBA,"excel, analytics, sql, power bi, requirement gathering",11.2
Donna Perry,SAP Developer,MBA,"fiori, abap, erp, sap",5.9
Adrian Baird,Engineer,MBA,"supply chain, team management, operations, strategy, logistics",4.7
Ian Gill,DotNet Developer,BTECH,"asp.net, entity framework, mvc, c#",5.6
Keith Duncan MD,SAP Developer,BTECH,"erp, sap, sap hana, abap",10.7
Omar Turner,Hadoop,BTECH,"spark, hive,  ",9.6
Angel Vaughan,Hadoop,BTECH," , spark, hive, pig, mapreduce",14.5
Stanley Watson,Data Scientist,BTECH,"deep learning, data mining, ml, statistics",5.5
Amy Wright,ETL Developer,MTECH,"sql, etl, informatica, ssrs, data warehousing",6.4
Joseph Kelly,PMO,MBA,"jira, scrum, agile",4.5
Colton Parker,Operations Manager,MBA,"strategy, team management, logistics",1.7
John Wade,Operations Manager,BTECH,"logistics, team management, strategy, operations, supply chain",4.0
Karen Owens,Web Designing,BA,"sociology, painting, history, drawing, sculpting",13.6
Randall Herrera,Hadoop,BTECH,"data visualization, sql, tableau, dashboards",12.6
Sandy Watts,Arts,BA,"   , sociology, history, psychology",7.2
Stephen Ramos,Engineer,BE,"embedded systems, control systems, matlab, c",2.2
Amanda Hooper,Mechanical Engineer,BE,"mechanics, autocad, cam, solidworks, thermodynamics",7.4
Zachary Lin,Mechanical Engineer,BTECH,"solidworks, cam, mechanics, autocad, thermodynamics",5.3
Brittany King,Arts,BA,"painting, drawing, sculpting, sociology",14.5
Jasmine Walker,Database,BE,"dbms, oracle, sql, mongodb",13.5
Riley Davis,Health and fitness,BSC,"nutrition, fitness coaching, training, anatomy, yoga",9.5
Joshua Rice,Data Scientist,BTECH,"ml, python, data mining",4.6
Ralph Gilbert,Network Security Engineer,BA,"history, sculpting, painting,    , drawing",9.1
Donna Davis,Python Developer,BTECH,"flask, pandas, django, fastapi",10.7
Stephanie Robinson,Database,BE,"oracle, mongodb, postgresql, dbms",7.7
Christina Cabrera,Blockchain,MTECH,"smart contracts, , web3.js",12.7
Tonya Harper,Java Developer,BTECH,"spring, hibernate, rest api, microservices, java",0.1
Hannah Haynes,Python Developer,BTECH,"flask, python, fastapi, pandas, django",6.1
Andrew Curtis,Data Scientist,BTECH,"mapreduce, pig,  , hive, spark",12.2
Eduardo Melton,Advocate,PHD,"law, contracts, legal research, drafting",6.1
Roger Moore,Arts,BA,"psychology, painting, sociology,    , drawing",11.1
Laura Grant,ETL Developer,BE,"etl, informatica, ssrs, sql, data warehousing",11.8
Carlos Lee,Blockchain,BTECH,"smart contracts, web3.js, , ethereum, solidity",1.9
Amy Pena,Electrical Engineer,BE,"vlsi, electronics, signal processing, matlab",1.0
Emily Santiago,Civil Engineer,BTECH,"staad pro, estimation, construction, autocad, structural analysis",0.8
Peter Little,Engineer,BE,"embedded systems, matlab, c",5.7
Paul Jones,HR,BA,"recruitment, communication, ms excel",1.4
Denise Schneider,DotNet Developer,BTECH,"c#, mvc, asp.net, .net",1.1
Kristen Brewer,Sales,MBA,"crm, cold calling, , negotiation",9.6
Matthew Rodriguez,Sales,BA,"crm, negotiation, lead generation",3.5
Jennifer Wilson,Hadoop,BE,"spark,  , hive, mapreduce, pig",12.8
Michael Leon,Automation Testing,BE,"pytest, automation, selenium, junit",4.0
Elizabeth Miller,Operations Manager,BTECH,"strategy, supply chain, team management, logistics, operations",4.5
Heather Park,Java Developer,MTECH,"rest api, microservices, spring, hibernate",9.0
Richard Smith,Blockchain,MTECH,"web3.js, , solidity, ethereum",5.6
Michael Dixon,Electrical Engineer,BTECH,"electronics, circuit design, vlsi, matlab, signal processing",6.2
Caitlin Floyd,ETL Developer,BTECH,"etl, ssrs, informatica",1.8
Carmen Martin,DotNet Developer,BTECH,"entity framework, asp.net, c#, .net",7.2
Kevin Hanna,Tableau Developer,BTECH,"data visualization, dashboards, tableau",2.8
Nicole Cunningham,Engineer,BTECH,"c, c++, embedded systems, control systems, matlab",0.3
Gary Forbes,DotNet Developer,BTECH,"mvc, asp.net, entity framework",11.7
Carol Cox,Operations Manager,MBA,"operations, logistics, team management, strategy",10.0
Paula Thomas,ETL Developer,BTECH,"etl, sql, informatica, ssrs",7.1
Jason Fitzgerald,Engineer,BTECH,"c, c++, embedded systems",10.0
Julia Chandler,Python Developer,MTECH,"pandas, python, django, flask, fastapi",0.3
Kenneth Kelly,Engineer,BE,"matlab, c, c++, embedded systems, control systems",14.8
Daisy Rivera,HR,MBA,"employee relations, communication, recruitment, interviewing",11.7
Kari Williams,Hadoop,BTECH," , mapreduce, hive, pig",
Matthew Glover,Web Designing,BSC,"javascript, html, css, bootstrap, figma",0.8
Calvin Mullen,Database,BE,"dbms, postgresql, mongodb, sql",11.4
Gina Jackson,DotNet Developer,BE,"entity framework, mvc, c#, asp.net",7.3
Micheal Petty,ETL Developer,MTECH,"mapreduce, hive,  ",4.9
William Ortiz,DevOps,BE,"ci/cd, docker, jenkins, kubernetes, ansible",4.5
Chad Pollard,Advocate,BA,"contracts, legal research, litigation, drafting, law",11.2
Sharon Boyle,DevOps,MTECH,"ci/cd, ansible, docker, jenkins, kubernetes",4.6
Candace Mcclure,Web Designing,BA,"css, bootstrap, figma",12.5
Michael Thompson,Data Scientist,MTECH,"python, data mining, deep learning, statistics",9.5
Michael Matthews,Python Developer,BE,"pandas, flask, django",2.2
Laura Flores,Blockchain,BTECH,"smart contracts, solidity, web3.js, ",10.8
Anna Mcclain,Network Security Engineer,BE,"security, cybersecurity, networking",
Aaron Dunn,Automation Testing,BTECH,"python, automation, pytest",10.9
Maureen Holland,HR,BA,"employee relations, interviewing, ms excel, recruitment, communication",6.7
Cathy Spencer,SAP Developer,BTECH,"erp, abap, sap, fiori",8.5
Sandra Sosa,Java Developer,BE,"java, rest api, spring, hibernate, microservices",3.3
Alexis Fitzgerald,Hadoop,BTECH,"pig, hive,  , mapreduce",2.2
Brandon Carpenter,SAP Developer,BTECH,"fiori, abap, erp, sap, sap hana",2.1
Lauren Joseph,SAP Developer,MBA,"sap, sap hana, erp, abap",1.0
Joel Howard,Blockchain,BTECH,"web3.js, smart contracts, solidity, ethereum, ",14.6
Hannah Glover,DotNet Developer,BTECH,".net, entity framework, c#",2.2
Jacqueline Davis,Tableau Developer,MBA,"sql, dashboards, bi tools, data visualization, tableau",0.0
Crystal White,Business Analyst,MBA,"excel, analytics, power bi, sql",8.0
Jon Villarreal,Engineer,BE,"c, c++, control systems, embedded systems, matlab",4.3
Steven Lewis,Engineer,BE,"c, matlab, embedded systems",14.6
Lori Vasquez,Health and fitness,BA,"training, anatomy, nutrition",4.2
Michael Williamson,Operations Manager,BTECH,"strategy, supply chain, logistics, team management, operations",7.8
Jessica Jones DDS,Business Analyst,BTECH,"sql, requirement gathering, excel",4.3
Dana Hutchinson,Blockchain,MTECH,"solidity, smart contracts, web3.js, ethereum",12.3
Patrick Martinez,Network Security Engineer,BSC,"figma, css, html",13.0
Tara Barrett,Hadoop,BE,"pig, spark, mapreduce, hive,  ",6.1
Andrew Alvarado,DevOps,BSC,"nutrition, anatomy, training",12.3
Erin Pollard,DevOps,BTECH,"ansible, docker, kubernetes",0.5
Justin Patel,ETL Developer,BA,"painting, history, drawing, psychology, sociology",11.6
Raymond Parks,Web Designing,BA,"bootstrap, html, css",12.7
Carol Fowler,Automation Testing,BE,"automation, pytest, python",1.3
William Blake,ETL Developer,MTECH,"sql, informatica, etl",11.8
Taylor Ross,Network Security Engineer,BTECH,"cybersecurity, networking, vpn, security",8.9
Barbara Bartlett,Electrical Engineer,BA,"psychology,    , drawing",13.9
Stephanie Miles,Java Developer,BE,"java, hibernate, microservices, rest api, spring",3.4
Diana Doyle,Civil Engineer,BE,"estimation, structural analysis, staad pro",4.2
Nicole Martinez,Java Developer,BE,"spring, rest api, java, microservices, hibernate",2.8
Andre Lawson,ETL Developer,BE,"data warehousing, etl, ssrs, sql, informatica",0.9
Jane Cowan,Automation Testing,BTECH,"python, junit, selenium, automation, pytest",13.5
Cynthia Aguilar,Mechanical Engineer,BE,"autocad, thermodynamics, mechanics, cam, solidworks",10.7
Alex Pena,ETL Developer,MTECH,"ssrs, data warehousing, sql, informatica",4.3
Stephanie Shaw,Civil Engineer,BTECH,"autocad, structural analysis, staad pro",13.4
Krista Nelson,DevOps,BE,"ci/cd, ansible, kubernetes, jenkins, docker",3.8
Amy Stevens,Automation Testing,BE,"selenium, junit, pytest, python",12.9
Kelli Vargas,Civil Engineer,BE,"construction, autocad, staad pro",3.2
Ashlee Cruz,Electrical Engineer,BTECH,"electronics, circuit design, vlsi, matlab, signal processing",13.2
Andrew Long,Engineer,BE,"matlab, embedded systems, c, c++, control systems",10.2
Lauren Marsh,HR,BA,"ms excel, communication, interviewing",6.1
Matthew Lynch,PMO,MBA,"jira, scrum, ms project, project management, agile",13.3
Traci Pearson,Mechanical Engineer,BE,"cam, thermodynamics, solidworks, mechanics",0.3
Leslie Moore,Mechanical Engineer,BTECH,"solidworks, autocad, thermodynamics, cam, mechanics",6.2
Catherine Pearson,Data Scientist,MTECH,"statistics, ml, deep learning, python",0.6
Virginia Schmidt,Operations Manager,MBA,"strategy, team management, supply chain, logistics, operations",11.7
Dana Long,Engineer,BE,"embedded systems, c++, matlab",3.5
Emily Garza,Civil Engineer,BE,"construction, structural analysis, staad pro, autocad, estimation",1.0
Kathy Mcguire,Business Analyst,MBA,"sql, power bi, analytics, requirement gathering, excel",8.1
Shannon Franklin,Advocate,PHD,"contracts, drafting, law, litigation, legal research",7.9
Kristy Harrison,Sales,BA,"lead generation, , crm, negotiation, cold calling",1.3
Jeffrey Henry,Sales,BA,"negotiation, crm, cold calling",7.8
Michael Nguyen,SAP Developer,MBA,"sql, dashboards, tableau",12.0
Chad King,SAP Developer,MBA,"sap hana, fiori, erp, sap, abap",4.2
Sharon Anderson,Business Analyst,MBA,"excel, power bi, sql, requirement gathering",4.2
Lisa Brown,Data Scientist,PHD,"ml, python, data mining, statistics, deep learning",7.3
Angel Jones,Mechanical Engineer,BE,"thermodynamics, solidworks, autocad, cam",0.1
Stephen Cline,Arts,BA,"painting,    , sociology, sculpting",8.7
Nathaniel Moyer,Java Developer,MTECH,"hibernate, spring, microservices",7.8
Phillip Robbins,Sales,BA,"lead generation, , cold calling, crm, negotiation",2.3
Abigail Hahn,Operations Manager,BTECH,"operations, logistics, team management, supply chain, strategy",3.2
Nicholas Mann,Operations Manager,BTECH,"strategy, logistics, team management",9.7
Alicia Hopkins,DevOps,MTECH,"docker, ansible, ci/cd, kubernetes, jenkins",8.5
Robert Guerra,Automation Testing,BE,"selenium, pytest, python",8.3
Jeremy Parker,ETL Developer,BTECH,"data warehousing, informatica, etl, sql",10.7
Dawn Lang,Network Security Engineer,BTECH,"vpn, networking, security, cybersecurity",6.2
Jordan George,SAP Developer,BTECH,"sap, fiori, sap hana, erp",7.2
Randy Vasquez,Hadoop,BE,"postgresql, sql, oracle, mongodb, dbms",11.2
Roy Bryant,Automation Testing,BE,"automation, selenium, python",0.2
James Rogers,Web Designing,BTECH,"bootstrap, figma, html",1.5
Sarah Morgan,PMO,BTECH,"project management, jira, agile",2.5
Christopher Dyer,Automation Testing,BE,"junit, pytest, automation, python, selenium",10.7
Kimberly Miller,Business Analyst,BA,"sql, power bi, analytics",6.6
Mary Romero,Operations Manager,BTECH,"supply chain, logistics, team management",12.7
Robert Woods,SAP Developer,MBA,"abap, fiori, sap hana, erp",12.8
Lisa Hamilton,Hadoop,BE,"hive, mapreduce, pig, spark,  ",5.4
Jesus Miller,Engineer,BE,"c++, control systems, matlab",3.6
Alexandra Barajas,ETL Developer,BTECH,"java, rest api, spring, microservices",4.5
Victor Mills,Database,BE,"postgresql, mongodb, oracle, dbms",13.1
Shane Fox,Network Security Engineer,BTECH,"firewall, networking, vpn, security",3.2
Teresa Frye MD,HR,MBA,"recruitment, interviewing, communication, employee relations, ms excel",1.4
Michael Cochran,DevOps,BTECH,"kubernetes, docker, ansible, ci/cd",13.6
David Bautista,Electrical Engineer,BE,"circuit design, electronics, vlsi",1.3
James Carson,Data Scientist,MTECH,"ml, statistics, data mining",5.7
Hailey Johnson,DotNet Developer,BTECH,"asp.net, mvc, .net, c#, entity framework",4.5
Lisa Williams,Blockchain,MTECH,"ethereum, , web3.js, smart contracts, solidity",14.5
Samantha Welch,DevOps,MTECH,"ansible, jenkins, docker, kubernetes, ci/cd",7.1
Kara Vega,Advocate,PHD,"legal research, drafting, law, litigation",10.2
Bryan Mendoza,Business Analyst,MBA,"requirement gathering, sql, power bi, excel",0.0
Elizabeth Flores,Data Scientist,MTECH,"statistics, ml, python",6.4
Alicia Graham,Civil Engineer,BTECH,"autocad, staad pro, construction",1.4
Hannah Coffey,Advocate,BA,"drafting, law, legal research, litigation",5.5
Lisa Roberts,Mechanical Engineer,BE,"cam, solidworks, mechanics",0.7
Lauren Simmons,SAP Developer,MBA,"sap hana, sap, erp",11.2
Michael Coleman,Automation Testing,BTECH,"automation, python, junit, selenium",5.9
Jeffrey Sanchez,Tableau Developer,BTECH,"fiori, abap, erp",10.5
Becky Terry,Engineer,BE,"c, embedded systems, c++",7.3
Thomas Butler Jr.,Arts,BA,"drawing,    , psychology",2.6
Gerald Carson,DotNet Developer,BE,"c#, .net, entity framework",11.6
Danielle Petty,Data Scientist,PHD,"data mining, python, statistics",8.1
Michael Mcneil,Civil Engineer,BE,"construction, autocad, estimation",7.7
Rebecca Frank,Operations Manager,MBA,"supply chain, team management, operations, strategy, logistics",14.9
Jennifer Santiago,Operations Manager,MBA,"team management, supply chain, logistics, strategy",11.2
Peter Valenzuela,DotNet Developer,BTECH,"entity framework, mvc, asp.net",4.6
Dillon Collier,Arts,BE,"firewall, cybersecurity, vpn, networking, security",2.3
Susan Boyle,Database,BTECH,"sql, postgresql, oracle, mongodb",5.2
Gary Jordan,Sales,BA,"negotiation, crm, cold calling",14.1
Curtis Barnes,Tableau Developer,MBA,"sql, data visualization, tableau, dashboards",8.2
Charles Clark,Mechanical Engineer,BTECH,"thermodynamics, autocad, mechanics, cam, solidworks",7.3
Jerry Zamora,Hadoop,BTECH," , mapreduce, spark, pig",4.3
Joseph Roberts,Web Designing,BA,"figma, css, html, javascript",2.1
Amber Garza,Blockchain,BTECH,"ethereum, solidity, web3.js, smart contracts, ",1.8
Nicole Jackson,Automation Testing,BTECH,"pytest, python, selenium, junit, automation",12.3
Mr. David Green,Electrical Engineer,BTECH,"matlab, circuit design, electronics, signal processing",2.7
Glenn Perez,HR,BA,"interviewing, recruitment, employee relations, ms excel",14.4
Jasmine Cooper,Tableau Developer,MBA,"dashboards, bi tools, data visualization, tableau, sql",3.7
Marissa Martin,SAP Developer,MBA,"erp, fiori, sap",14.9
Deborah Torres,Blockchain,MTECH,", ethereum, web3.js, solidity",2.6
Michael Jones,Database,MTECH,"postgresql, sql, dbms, oracle",12.7
Angelica Rivera,Sales,BA,"negotiation, crm, cold calling, , lead generation",10.2
Clayton Buckley,Java Developer,BTECH,"sql, requirement gathering, excel, power bi, analytics",9.7
David Lane,Mechanical Engineer,BE,"solidworks, mechanics, thermodynamics, cam",6.3
Linda Moss,Mechanical Engineer,BE,"cam, thermodynamics, mechanics",1.6
Amy Turner,Hadoop,MTECH,"pig,  , spark, mapreduce",14.1
Cassandra Johnson,PMO,MBA,"agile, ms project, project management, jira",3.6
Bobby Nash,Mechanical Engineer,BTECH,"autocad, solidworks, thermodynamics, mechanics, cam",
Scott Kelley,Sales,MBA,"lead generation, , crm, negotiation",1.6
Dr. David Santana PhD,HR,MBA,"ms excel, employee relations, interviewing",10.1
Erin Fleming,DotNet Developer,BTECH,".net, c#, entity framework, asp.net",7.0
Amanda Mcintosh,Sales,MBA,", crm, cold calling, negotiation, lead generation",9.0
April Jefferson,Sales,MBA,"cold calling, , negotiation, crm",4.2
Jason Walsh,Data Scientist,BTECH,"sql, data warehousing, informatica, etl",3.7
Billy Wilson,DotNet Developer,MBA,"analytics, power bi, sql",5.5
Carla Jones,Blockchain,MTECH,"oracle, sql, dbms",8.5
Beverly Knapp,Network Security Engineer,BTECH,"vpn, security, firewall, cybersecurity",9.1
Nicholas Ramos,Advocate,PHD,"drafting, law, contracts, legal research, litigation",11.4
James Russell,Engineer,BE,"matlab, c, control systems, embedded systems",6.6
Joshua Thompson,Advocate,PHD,"litigation, legal research, drafting, contracts, law",2.1
Christopher Pacheco,PMO,MBA,"jira, project management, scrum",6.5
Ann Nichols,Blockchain,BTECH,", solidity, web3.js",6.8
Alejandra Wells,Automation Testing,BTECH,"selenium, automation, junit",5.8
